# power spectrum of phi
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.994442e-02   6.024161e-11   3.624674e-05   2.094327e-12   888
  3.009809e-02   6.587274e-11   2.338988e-05   2.787775e-12   768
  3.022378e-02   6.075382e-11   4.250147e-05   2.412171e-12   720
  3.036843e-02   5.851855e-11   3.746627e-05   1.989444e-12   1056
  3.049674e-02   6.131845e-11   2.592075e-05   3.407765e-12   504
  3.060186e-02   5.430867e-11   4.047577e-05   1.853535e-12   774
  3.075221e-02   6.103503e-11   3.892698e-05   1.892030e-12   1272
  3.089342e-02   5.983052e-11   2.550330e-05   2.151473e-12   744
  3.102509e-02   5.471887e-11   4.164527e-05   2.159404e-12   768
  3.114589e-02   5.353465e-11   3.522647e-05   1.951826e-12   840
  3.128156e-02   5.231508e-11   2.388260e-05   1.767582e-12   924
  3.141219e-02   5.156786e-11   4.210496e-05   1.878733e-12   936
  3.154058e-02   5.408793e-11   2.926136e-05   1.905708e-12   840
  3.166990e-02   4.697314e-11   3.478834e-05   1.511889e-12   1008
  3.183427e-02   4.690174e-11   3.927280e-05   1.735906e-12   696
  3.193739e-02   5.690232e-11   3.490674e-05   2.015130e-12   974
  3.209061e-02   5.225894e-11   4.636022e-05   1.681317e-12   1152
  3.222382e-02   5.383277e-11   1.814088e-05   2.000336e-12   816
  3.232741e-02   5.287119e-11   3.990788e-05   1.974420e-12   816
  3.246678e-02   4.702589e-11   3.524046e-05   1.621639e-12   1152
  3.261377e-02   4.679818e-11   3.172850e-05   1.726005e-12   912
  3.274744e-02   4.458349e-11   3.855012e-05   1.537007e-12   1056
  3.286189e-02   4.605550e-11   3.296725e-05   1.889536e-12   624
  3.301579e-02   4.973246e-11   4.118042e-05   1.451723e-12   1260
  3.314861e-02   4.415326e-11   2.483829e-05   1.544658e-12   894
  3.327835e-02   4.240303e-11   4.255682e-05   1.416188e-12   1176
  3.340814e-02   4.800919e-11   3.522444e-05   1.875666e-12   840
  3.355587e-02   4.549507e-11   4.003771e-05   1.300611e-12   1440
  3.371098e-02   4.262944e-11   2.250943e-05   1.491953e-12   864
  3.382859e-02   4.491766e-11   3.862730e-05   1.482463e-12   1056
  3.394565e-02   4.361908e-11   2.277415e-05   2.083870e-12   624
  3.408783e-02   3.913537e-11   4.217379e-05   1.085012e-12   1496
  3.422378e-02   3.903010e-11   2.977619e-05   1.449670e-12   936
