# information file for lightcone 1
# geometric parameters:
# vertex = (0.000000, 0.000000, 0.000000) Mpc/h
# redshift = 0.000000
# distance = (450.000000 - 100.000000) Mpc/h
# opening half-angle = 30.000000 degrees
# direction = (0.577350, 0.577350, 0.577350)
# cycle   tau/boxsize    a              pcl_inner        pcl_outer        metric_inner     metric_outer
   112   1.411553e+01   8.424539e-01   0.735463779507   0.939013784511   0.625940732768   1.050003243192
   113   1.431773e+01   8.770954e-01   0.534782842949   0.735463779507   0.426901541751   0.844986826246
   114   1.451690e+01   9.131941e-01   0.337283773550   0.534782842949   0.231207749567   0.642664144147
   115   1.471273e+01   9.508117e-01   0.143255975218   0.337283773550   0.039135217675   0.443359797534
   116   1.490495e+01   9.900124e-01   -0.047037421369   0.143255975218   -0.149067843462   0.247376732761
