# power spectrum of B
# redshift z=1.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.963495e-02   2.365542e-16   0.000000e+00   2.881573e-17   6
  2.776802e-02   2.194576e-16   0.000000e+00   2.946607e-17   12
  3.400874e-02   1.584728e-16   3.725290e-10   5.614353e-17   8
  3.926991e-02   1.735743e-16   0.000000e+00   4.006148e-17   6
  4.390509e-02   2.796562e-16   0.000000e+00   3.969631e-17   24
  4.809562e-02   1.471845e-16   7.024475e-10   1.392446e-17   24
  5.553604e-02   1.338348e-16   0.000000e+00   1.798975e-17   12
  5.890486e-02   1.747466e-16   7.947286e-10   3.020820e-17   30
  6.209118e-02   1.667449e-16   0.000000e+00   1.772797e-17   24
  6.512178e-02   2.558103e-16   1.216675e-09   3.892710e-17   24
  6.801748e-02   1.627769e-16   7.450581e-10   3.890973e-17   8
  7.079483e-02   1.030116e-16   9.934107e-10   1.447433e-17   24
  7.346727e-02   1.629171e-16   0.000000e+00   1.517520e-17   48
  7.853982e-02   1.256141e-16   0.000000e+00   1.580824e-17   6
  8.095699e-02   1.329296e-16   1.404895e-09   1.372079e-17   48
  8.330406e-02   1.544321e-16   0.000000e+00   1.170836e-17   36
  8.558678e-02   8.064919e-17   9.934107e-10   1.345338e-17   24
  8.781018e-02   1.303497e-16   0.000000e+00   2.098110e-17   24
  8.997866e-02   9.749456e-17   0.000000e+00   8.346345e-18   48
  9.209610e-02   7.636392e-17   1.404895e-09   8.734163e-18   24
  9.619124e-02   7.905000e-17   1.404895e-09   1.189222e-17   24
  9.817477e-02   8.988265e-17   0.000000e+00   1.089508e-17   30
  1.001190e-01   9.811937e-17   0.000000e+00   7.494328e-18   72
  1.020262e-01   1.320751e-16   1.490116e-09   1.489683e-17   32
  1.057375e-01   9.937505e-17   0.000000e+00   7.090873e-18   72
  1.075451e-01   8.121938e-17   0.000000e+00   8.571900e-18   48
  1.110721e-01   3.155917e-17   0.000000e+00   4.534320e-18   12
  1.127942e-01   7.128234e-17   0.000000e+00   5.480183e-18   48
  1.144905e-01   6.755784e-17   0.000000e+00   6.900516e-18   48
  1.161620e-01   5.770730e-17   1.404895e-09   4.780970e-18   48
  1.178097e-01   6.322645e-17   1.589457e-09   5.765347e-18   30
  1.194348e-01   5.854530e-17   1.404895e-09   1.205924e-17   24
  1.210380e-01   6.738210e-17   2.961779e-09   6.783571e-18   72
  1.241824e-01   7.257536e-17   0.000000e+00   1.020484e-17   24
  1.257251e-01   6.341222e-17   0.000000e+00   4.014085e-18   96
  1.272490e-01   6.246491e-17   0.000000e+00   5.748058e-18   48
  1.287550e-01   7.026112e-17   2.433349e-09   5.526043e-18   24
  1.302436e-01   5.881673e-17   2.433349e-09   8.962884e-18   24
  1.317153e-01   6.348229e-17   0.000000e+00   5.999899e-18   72
  1.331707e-01   6.018299e-17   0.000000e+00   5.334253e-18   48
  1.360350e-01   5.827113e-17   1.490116e-09   6.118360e-18   8
  1.374447e-01   4.618179e-17   1.766064e-09   5.489522e-18   54
  1.388401e-01   4.650018e-17   0.000000e+00   3.606444e-18   84
  1.402216e-01   5.095594e-17   0.000000e+00   3.319427e-18   48
  1.415897e-01   7.114589e-17   1.986821e-09   7.910406e-18   24
  1.429446e-01   5.480281e-17   1.873193e-09   3.930825e-18   72
  1.442869e-01   4.548341e-17   0.000000e+00   3.349160e-18   96
  1.469345e-01   2.722078e-17   0.000000e+00   2.913761e-18   48
  1.482407e-01   3.992868e-17   0.000000e+00   3.415542e-18   48
  1.495354e-01   3.135317e-17   1.986821e-09   3.780756e-18   24
  1.508189e-01   4.156716e-17   0.000000e+00   3.086241e-18   72
  1.533539e-01   3.715723e-17   1.873193e-09   3.302354e-18   72
  1.546058e-01   3.560179e-17   0.000000e+00   2.492318e-18   96
  1.570796e-01   3.929868e-17   0.000000e+00   3.269269e-18   6
  1.583021e-01   3.814492e-17   0.000000e+00   2.988606e-18   96
  1.595151e-01   3.068757e-17   1.986821e-09   2.219623e-18   96
  1.607190e-01   3.022980e-17   0.000000e+00   5.032942e-18   24
  1.619140e-01   2.933780e-17   2.809790e-09   2.903443e-18   48
  1.631002e-01   2.635394e-17   0.000000e+00   1.899105e-18   96
  1.642778e-01   3.089609e-17   0.000000e+00   2.575624e-18   48
  1.666081e-01   2.720654e-17   0.000000e+00   4.467482e-18   36
  1.677611e-01   3.508862e-17   3.441276e-09   3.608013e-18   48
  1.689063e-01   3.307591e-17   3.893359e-09   2.194621e-18   120
  1.700437e-01   2.418406e-17   0.000000e+00   2.279809e-18   56
  1.711736e-01   3.092556e-17   1.986821e-09   2.302527e-18   24
  1.722960e-01   2.677274e-17   0.000000e+00   2.389984e-18   96
  1.734112e-01   2.431338e-17   0.000000e+00   3.039575e-18   48
  1.756204e-01   4.333336e-17   0.000000e+00   7.201580e-18   24
  1.767146e-01   2.648389e-17   0.000000e+00   1.900039e-18   102
  1.778021e-01   2.198855e-17   0.000000e+00   2.081329e-18   48
  1.788829e-01   2.406079e-17   0.000000e+00   2.291870e-18   72
  1.799573e-01   2.581281e-17   0.000000e+00   3.707812e-18   48
  1.810253e-01   2.492328e-17   0.000000e+00   2.363506e-18   48
  1.820871e-01   2.288915e-17   4.495664e-09   1.706080e-18   120
  1.841922e-01   1.384539e-17   2.809790e-09   1.894662e-18   24
  1.852358e-01   2.247085e-17   2.649095e-09   1.378261e-18   144
  1.862735e-01   2.113506e-17   3.178914e-09   1.379377e-18   120
  1.873055e-01   2.219712e-17   2.809790e-09   2.081358e-18   48
  1.893526e-01   2.335246e-17   2.809790e-09   1.962325e-18   48
  1.903679e-01   2.276855e-17   2.809790e-09   1.635777e-18   96
  1.930487e-01   1.762462e-17   4.711199e-04   1.624456e-18   72
  1.943761e-01   1.917406e-17   3.532127e-09   1.392223e-18   108
  1.953653e-01   1.914631e-17   0.000000e+00   1.726768e-18   72
  1.963495e-01   1.817457e-17   0.000000e+00   2.839028e-18   30
  1.973288e-01   1.861628e-17   0.000000e+00   9.617328e-19   168
  1.983033e-01   2.035853e-17   0.000000e+00   2.757827e-18   48
  2.002380e-01   2.139096e-17   0.000000e+00   1.501643e-18   72
  2.011984e-01   1.801960e-17   0.000000e+00   1.448131e-18   96
  2.021542e-01   2.045539e-17   5.298191e-09   1.565613e-18   72
  2.031055e-01   1.937731e-17   0.000000e+00   1.677632e-18   72
  2.047049e-01   2.024763e-17   4.350048e-04   1.406643e-18   104
  2.059331e-01   1.888399e-17   3.746387e-09   1.233655e-18   144
  2.087224e-01   1.823108e-17   6.282881e-09   1.300229e-18   96
  2.096439e-01   1.587689e-17   0.000000e+00   1.181975e-18   96
  2.111095e-01   1.666480e-17   4.475232e-04   1.047303e-18   120
  2.123845e-01   1.735168e-17   0.000000e+00   1.112837e-18   120
  2.132902e-01   1.537178e-17   0.000000e+00   1.339498e-18   72
  2.150901e-01   2.027339e-17   0.000000e+00   1.747525e-18   48
  2.159845e-01   1.530327e-17   4.235416e-09   1.284884e-18   78
  2.171286e-01   1.490519e-17   4.007142e-04   9.708640e-19   168
  2.195255e-01   1.329786e-17   3.746387e-09   7.363964e-19   144
  2.204018e-01   1.979309e-17   3.746387e-09   1.231158e-18   144
  2.229436e-01   1.330553e-17   2.307791e-04   8.501496e-19   156
  2.238729e-01   1.498840e-17   4.866699e-09   1.524367e-18   48
  2.247323e-01   1.620731e-17   3.178914e-09   1.087276e-18   120
  2.255884e-01   1.264282e-17   0.000000e+00   1.221458e-18   48
  2.271022e-01   1.330992e-17   3.532495e-04   6.105434e-19   216
  2.289809e-01   1.313081e-17   0.000000e+00   1.024836e-18   48
  2.298212e-01   1.462519e-17   2.809790e-09   1.050144e-18   96
  2.310160e-01   1.129592e-17   4.128272e-04   5.504185e-19   168
  2.323239e-01   1.312005e-17   2.809790e-09   1.483594e-18   48
  2.331522e-01   1.456517e-17   0.000000e+00   9.992500e-19   96
  2.339775e-01   9.078633e-18   0.000000e+00   8.969987e-19   48
  2.356194e-01   9.860747e-18   3.178914e-09   1.028699e-18   30
  2.364362e-01   1.327841e-17   2.809790e-09   1.093806e-18   96
  2.374123e-01   1.101698e-17   3.244455e-04   4.886339e-19   240
  2.386674e-01   1.383871e-17   3.500299e-04   2.095478e-18   32
  2.396752e-01   1.072270e-17   0.000000e+00   6.357372e-19   168
  2.404781e-01   1.174997e-17   0.000000e+00   7.048757e-19   120
