# power spectrum of chi
# redshift z=10.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.963495e-02   8.505376e-20   0.000000e+00   2.914698e-20   6
  2.776802e-02   1.346036e-19   0.000000e+00   3.644207e-20   12
  3.400874e-02   8.051906e-20   3.725290e-10   1.578732e-20   8
  3.926991e-02   6.147729e-20   0.000000e+00   2.016434e-20   6
  4.390509e-02   7.921140e-20   0.000000e+00   1.966038e-20   24
  4.809562e-02   6.720399e-20   7.024475e-10   1.094880e-20   24
  5.553604e-02   3.303154e-20   0.000000e+00   1.223161e-20   12
  5.890486e-02   3.812856e-20   7.947286e-10   5.838316e-21   30
  6.209118e-02   2.328504e-20   0.000000e+00   3.499705e-21   24
  6.512178e-02   1.592555e-20   1.216675e-09   4.263667e-21   24
  6.801748e-02   3.692889e-20   7.450581e-10   8.500629e-21   8
  7.079483e-02   1.710233e-20   9.934107e-10   3.637795e-21   24
  7.346727e-02   1.319590e-20   0.000000e+00   1.981244e-21   48
  7.853982e-02   1.225095e-20   0.000000e+00   1.065879e-21   6
  8.095699e-02   1.220000e-20   1.404895e-09   1.336484e-21   48
  8.330406e-02   8.198459e-21   0.000000e+00   1.625222e-21   36
  8.558678e-02   7.072669e-21   9.934107e-10   1.438648e-21   24
  8.781018e-02   7.484893e-21   0.000000e+00   1.296216e-21   24
  8.997866e-02   6.597199e-21   0.000000e+00   1.174486e-21   48
  9.209610e-02   1.465190e-20   1.404895e-09   2.936490e-21   24
  9.619124e-02   9.301860e-21   1.404895e-09   1.663946e-21   24
  9.817477e-02   4.483172e-21   0.000000e+00   1.236765e-21   30
  1.001190e-01   4.910467e-21   0.000000e+00   4.029166e-22   72
  1.020262e-01   3.732949e-21   1.490116e-09   6.797026e-22   32
  1.057375e-01   5.772691e-21   0.000000e+00   5.938368e-22   72
  1.075451e-01   3.436553e-21   0.000000e+00   4.593057e-22   48
  1.110721e-01   4.365467e-21   0.000000e+00   4.273875e-22   12
  1.127942e-01   3.659205e-21   0.000000e+00   4.031599e-22   48
  1.144905e-01   3.386078e-21   0.000000e+00   4.615824e-22   48
  1.161620e-01   1.903472e-21   1.404895e-09   2.462707e-22   48
  1.178097e-01   2.229138e-21   1.589457e-09   3.749182e-22   30
  1.194348e-01   1.116656e-21   1.404895e-09   1.731075e-22   24
  1.210380e-01   3.002460e-21   2.961779e-09   4.295039e-22   72
  1.241824e-01   1.943978e-21   0.000000e+00   2.755816e-22   24
  1.257251e-01   1.620920e-21   0.000000e+00   1.623946e-22   96
  1.272490e-01   2.518757e-21   0.000000e+00   2.851767e-22   48
  1.287550e-01   2.337902e-21   2.433349e-09   4.193949e-22   24
  1.302436e-01   1.876474e-21   2.433349e-09   2.512344e-22   24
  1.317153e-01   1.539727e-21   0.000000e+00   1.879450e-22   72
  1.331707e-01   1.332870e-21   0.000000e+00   1.606560e-22   48
  1.360350e-01   1.448984e-21   1.490116e-09   6.216168e-22   8
  1.374447e-01   1.354338e-21   1.766064e-09   1.955532e-22   54
  1.388401e-01   1.960237e-21   0.000000e+00   2.438975e-22   84
  1.402216e-01   1.054468e-21   0.000000e+00   1.734943e-22   48
  1.415897e-01   1.060328e-21   1.986821e-09   1.617752e-22   24
  1.429446e-01   1.012489e-21   1.873193e-09   1.192633e-22   72
