# power spectrum of phi
# redshift z=10.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.963495e-02   1.455524e-10   0.000000e+00   5.318432e-11   6
  2.776802e-02   2.161594e-10   0.000000e+00   4.761298e-11   12
  3.400874e-02   1.108014e-10   3.725290e-10   3.133567e-11   8
  3.926991e-02   9.479156e-11   0.000000e+00   2.719726e-11   6
  4.390509e-02   6.947724e-11   0.000000e+00   9.131613e-12   24
  4.809562e-02   6.215978e-11   7.024475e-10   1.221090e-11   24
  5.553604e-02   1.554660e-11   0.000000e+00   3.832973e-12   12
  5.890486e-02   4.461689e-11   7.947286e-10   5.512968e-12   30
  6.209118e-02   2.726823e-11   0.000000e+00   4.871434e-12   24
  6.512178e-02   3.105519e-11   1.216675e-09   6.471291e-12   24
  6.801748e-02   5.914212e-11   7.450581e-10   2.190495e-11   8
  7.079483e-02   2.141802e-11   9.934107e-10   4.147904e-12   24
  7.346727e-02   2.192915e-11   0.000000e+00   2.587148e-12   48
  7.853982e-02   1.476368e-11   0.000000e+00   1.584446e-12   6
  8.095699e-02   2.446906e-11   1.404895e-09   2.718798e-12   48
  8.330406e-02   2.311181e-11   0.000000e+00   3.414284e-12   36
  8.558678e-02   1.129852e-11   9.934107e-10   2.654319e-12   24
  8.781018e-02   1.523642e-11   0.000000e+00   2.164253e-12   24
  8.997866e-02   1.316670e-11   0.000000e+00   1.649809e-12   48
  9.209610e-02   2.273917e-11   1.404895e-09   4.272710e-12   24
  9.619124e-02   1.270316e-11   1.404895e-09   2.594874e-12   24
  9.817477e-02   1.399909e-11   0.000000e+00   2.249308e-12   30
  1.001190e-01   1.364117e-11   0.000000e+00   1.354975e-12   72
  1.020262e-01   1.417561e-11   1.490116e-09   2.067698e-12   32
  1.057375e-01   9.264562e-12   0.000000e+00   1.566416e-12   72
  1.075451e-01   9.798676e-12   0.000000e+00   1.204226e-12   48
  1.110721e-01   4.253129e-12   0.000000e+00   8.848550e-13   12
  1.127942e-01   1.064743e-11   0.000000e+00   1.409212e-12   48
  1.144905e-01   9.975438e-12   0.000000e+00   1.462831e-12   48
  1.161620e-01   6.491621e-12   1.404895e-09   9.533480e-13   48
  1.178097e-01   6.927898e-12   1.589457e-09   9.146453e-13   30
  1.194348e-01   7.439715e-12   1.404895e-09   1.170430e-12   24
  1.210380e-01   7.362415e-12   2.961779e-09   7.473201e-13   72
  1.241824e-01   6.121225e-12   0.000000e+00   2.201598e-12   24
  1.257251e-01   9.180639e-12   0.000000e+00   8.650805e-13   96
  1.272490e-01   4.720528e-12   0.000000e+00   8.637368e-13   48
  1.287550e-01   6.179141e-12   2.433349e-09   1.047530e-12   24
  1.302436e-01   1.146761e-11   2.433349e-09   2.210566e-12   24
  1.317153e-01   6.936597e-12   0.000000e+00   9.298827e-13   72
  1.331707e-01   7.418916e-12   0.000000e+00   1.043618e-12   48
  1.360350e-01   9.711661e-12   1.490116e-09   2.771712e-12   8
  1.374447e-01   5.699319e-12   1.766064e-09   5.569878e-13   54
  1.388401e-01   5.676134e-12   0.000000e+00   6.521742e-13   84
  1.402216e-01   4.598722e-12   0.000000e+00   5.944670e-13   48
  1.415897e-01   4.878483e-12   1.986821e-09   1.390141e-12   24
  1.429446e-01   5.222996e-12   1.873193e-09   5.638814e-13   72
  1.442869e-01   4.967237e-12   0.000000e+00   4.128055e-13   96
  1.469345e-01   5.281371e-12   0.000000e+00   5.864722e-13   48
  1.482407e-01   4.760647e-12   0.000000e+00   5.218623e-13   48
  1.495354e-01   5.090453e-12   1.986821e-09   1.233794e-12   24
  1.508189e-01   3.686089e-12   0.000000e+00   4.652470e-13   72
  1.533539e-01   4.316057e-12   1.873193e-09   5.773605e-13   72
  1.546058e-01   2.983302e-12   0.000000e+00   2.814580e-13   96
  1.570796e-01   8.073503e-13   0.000000e+00   4.414652e-13   6
  1.583021e-01   2.892940e-12   0.000000e+00   3.249926e-13   96
  1.595151e-01   3.459219e-12   1.986821e-09   2.654354e-13   96
  1.607190e-01   2.632546e-12   0.000000e+00   2.229723e-13   24
  1.619140e-01   3.306069e-12   2.809790e-09   5.001803e-13   48
  1.631002e-01   2.542231e-12   0.000000e+00   2.425033e-13   96
  1.642778e-01   2.735612e-12   0.000000e+00   3.095824e-13   48
  1.666081e-01   2.610404e-12   0.000000e+00   5.019108e-13   36
  1.677611e-01   2.179444e-12   3.441276e-09   3.686432e-13   48
  1.689063e-01   2.730167e-12   3.893359e-09   2.097659e-13   120
  1.700437e-01   2.662453e-12   0.000000e+00   3.324357e-13   56
  1.711736e-01   1.878196e-12   1.986821e-09   4.139347e-13   24
  1.722960e-01   2.471132e-12   0.000000e+00   2.506430e-13   96
  1.734112e-01   2.811080e-12   0.000000e+00   3.907633e-13   48
  1.756204e-01   2.261081e-12   0.000000e+00   4.546225e-13   24
  1.767146e-01   3.013896e-12   0.000000e+00   2.385217e-13   102
  1.778021e-01   3.602760e-12   0.000000e+00   6.440066e-13   48
  1.788829e-01   3.937533e-12   0.000000e+00   3.673976e-13   72
  1.799573e-01   2.477950e-12   0.000000e+00   3.880844e-13   48
  1.810253e-01   2.967459e-12   0.000000e+00   4.523172e-13   48
  1.820871e-01   2.550713e-12   4.495664e-09   2.415987e-13   120
  1.841922e-01   1.622373e-12   2.809790e-09   3.168386e-13   24
  1.852358e-01   2.486092e-12   2.649095e-09   1.868428e-13   144
  1.862735e-01   2.713108e-12   3.178914e-09   2.586567e-13   120
  1.873055e-01   2.417474e-12   2.809790e-09   2.905119e-13   48
  1.893526e-01   2.328377e-12   2.809790e-09   3.513017e-13   48
  1.903679e-01   2.264769e-12   2.809790e-09   2.166156e-13   96
  1.930487e-01   1.927006e-12   4.711199e-04   2.265025e-13   72
  1.943761e-01   2.211845e-12   3.532127e-09   2.316336e-13   108
  1.953653e-01   1.761970e-12   0.000000e+00   1.634312e-13   72
  1.963495e-01   2.226724e-12   0.000000e+00   3.126506e-13   30
  1.973288e-01   1.930034e-12   0.000000e+00   1.565759e-13   168
  1.983033e-01   2.016692e-12   0.000000e+00   2.836874e-13   48
  2.002380e-01   1.866823e-12   0.000000e+00   1.976034e-13   72
  2.011984e-01   2.139528e-12   0.000000e+00   2.358853e-13   96
  2.021542e-01   1.881047e-12   5.298191e-09   2.215543e-13   72
  2.031055e-01   1.539824e-12   0.000000e+00   1.383278e-13   72
  2.047049e-01   1.497953e-12   4.350048e-04   1.496989e-13   104
  2.059331e-01   1.970727e-12   3.746387e-09   1.594593e-13   144
  2.087224e-01   2.047504e-12   6.282881e-09   2.178315e-13   96
  2.096439e-01   1.369082e-12   0.000000e+00   1.313068e-13   96
  2.111095e-01   1.406667e-12   4.475232e-04   1.304081e-13   120
  2.123845e-01   1.259126e-12   0.000000e+00   1.309734e-13   120
  2.132902e-01   1.764814e-12   0.000000e+00   2.080847e-13   72
  2.150901e-01   2.003394e-12   0.000000e+00   2.472232e-13   48
  2.159845e-01   1.301717e-12   4.235416e-09   1.498042e-13   78
  2.171286e-01   1.200370e-12   4.007142e-04   1.031873e-13   168
  2.195255e-01   1.341009e-12   3.746387e-09   1.193700e-13   144
  2.204018e-01   1.371001e-12   3.746387e-09   9.962004e-14   144
  2.229436e-01   1.532919e-12   2.307791e-04   1.163355e-13   156
  2.238729e-01   1.304738e-12   4.866699e-09   2.193814e-13   48
  2.247323e-01   1.249785e-12   3.178914e-09   1.452365e-13   120
  2.255884e-01   1.339701e-12   0.000000e+00   1.681634e-13   48
  2.271022e-01   9.996287e-13   3.532495e-04   6.204308e-14   216
  2.289809e-01   8.660659e-13   0.000000e+00   1.292501e-13   48
  2.298212e-01   9.764628e-13   2.809790e-09   1.349540e-13   96
  2.310160e-01   9.636473e-13   4.128272e-04   1.059135e-13   168
  2.323239e-01   9.844818e-13   2.809790e-09   1.316712e-13   48
  2.331522e-01   9.413464e-13   0.000000e+00   1.034119e-13   96
  2.339775e-01   7.594464e-13   0.000000e+00   1.355345e-13   48
  2.356194e-01   8.644552e-13   3.178914e-09   9.366325e-14   30
  2.364362e-01   1.330291e-12   2.809790e-09   1.886142e-13   96
  2.374123e-01   8.905918e-13   3.244455e-04   5.558902e-14   240
  2.386674e-01   1.607703e-12   3.500299e-04   3.343778e-13   32
  2.396752e-01   7.981166e-13   0.000000e+00   5.212312e-14   168
  2.404781e-01   1.104020e-12   0.000000e+00   8.815813e-14   120
  2.420760e-01   1.177488e-12   5.923557e-09   1.415434e-13   72
  2.428710e-01   1.119787e-12   3.746387e-09   1.071536e-13   144
  2.436634e-01   9.201043e-13   0.000000e+00   1.154878e-13   96
  2.444532e-01   6.817734e-13   0.000000e+00   5.932656e-14   96
  2.460253e-01   1.179404e-12   4.588368e-09   1.195716e-13   72
  2.468075e-01   9.559921e-13   3.973643e-09   1.078847e-13   96
  2.483647e-01   9.370334e-13   0.000000e+00   1.799704e-13   24
  2.491396e-01   8.429102e-13   0.000000e+00   6.015967e-14   192
  2.500522e-01   6.868692e-13   2.970416e-04   5.254226e-14   132
  2.514501e-01   8.707199e-13   0.000000e+00   1.135818e-13   96
  2.522156e-01   5.835543e-13   0.000000e+00   5.684178e-14   96
  2.529787e-01   6.932490e-13   3.178914e-09   6.251663e-14   120
  2.544981e-01   6.321784e-13   0.000000e+00   7.329313e-14   48
  2.557435e-01   8.324947e-13   3.599905e-04   6.093559e-14   222
  2.567603e-01   6.341428e-13   0.000000e+00   6.890588e-14   120
  2.575100e-01   7.455698e-13   4.866699e-09   1.165165e-13   24
