# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.522156e-01   7.266848e-23   0.000000e+00   7.929665e-24   96
  2.529787e-01   9.908170e-23   3.178914e-09   8.159868e-24   120
  2.544981e-01   9.628427e-23   0.000000e+00   1.563870e-23   48
  2.557435e-01   8.666301e-23   3.599905e-04   4.752467e-24   222
  2.567603e-01   7.436330e-23   0.000000e+00   6.307449e-24   120
  2.575100e-01   4.910381e-23   4.866699e-09   6.532947e-24   24
  2.586015e-01   8.346056e-23   3.715625e-04   5.619502e-24   312
  2.609797e-01   9.448125e-23   3.483547e-04   1.171264e-23   72
  2.619630e-01   7.595260e-23   2.809790e-09   9.966148e-24   96
  2.629726e-01   6.761002e-23   3.547511e-04   4.501626e-24   192
  2.641613e-01   6.580588e-23   4.495664e-09   6.198472e-24   120
  2.648900e-01   1.010983e-22   0.000000e+00   8.230212e-24   144
  2.663415e-01   6.278795e-23   0.000000e+00   6.537772e-24   48
  2.673732e-01   6.754496e-23   3.567146e-04   3.682125e-24   336
  2.685040e-01   5.418293e-23   0.000000e+00   8.167736e-24   48
  2.699360e-01   5.620233e-23   0.000000e+00   4.282471e-24   192
  2.706492e-01   5.742926e-23   0.000000e+00   9.795137e-24   48
  2.726764e-01   5.100402e-23   2.476067e-04   6.970424e-24   56
  2.736844e-01   5.757360e-23   3.180112e-04   3.334058e-24   336
  2.748894e-01   5.934686e-23   3.532127e-09   6.161060e-24   54
  2.759390e-01   6.291011e-23   3.492904e-04   3.627479e-24   240
  2.781181e-01   6.032286e-23   3.344484e-04   3.551250e-24   228
  2.790651e-01   5.135483e-23   3.746387e-09   5.558255e-24   72
  2.799844e-01   5.409512e-23   3.244231e-04   5.172951e-24   144
  2.811298e-01   5.806805e-23   0.000000e+00   5.556212e-24   96
  2.818146e-01   5.306635e-23   4.495664e-09   3.105994e-24   240
  2.831793e-01   5.243647e-23   3.973643e-09   8.336008e-24   24
  2.840530e-01   5.528255e-23   3.064151e-04   3.086658e-24   336
  2.852142e-01   5.148595e-23   0.000000e+00   5.450826e-24   72
  2.862741e-01   4.210709e-23   3.332831e-04   3.264373e-24   168
  2.872346e-01   5.426364e-23   0.000000e+00   5.307118e-24   72
  2.885737e-01   4.375793e-23   0.000000e+00   4.443100e-24   96
  2.896108e-01   4.153123e-23   3.307829e-04   2.786207e-24   216
  2.905708e-01   6.123358e-23   3.973643e-09   6.735748e-24   96
  2.918946e-01   4.225159e-23   0.000000e+00   3.705060e-24   192
  2.925542e-01   4.114642e-23   3.746387e-09   3.432150e-24   144
  2.938691e-01   3.236614e-23   0.000000e+00   3.456219e-24   48
  2.947794e-01   4.526495e-23   3.189136e-04   2.823939e-24   246
  2.960164e-01   3.304633e-23   2.940434e-04   2.292534e-24   168
  2.971308e-01   4.291789e-23   5.506041e-09   4.692759e-24   120
  2.977788e-01   4.178695e-23   0.000000e+00   2.982920e-24   240
  2.990707e-01   3.277661e-23   3.973643e-09   4.445880e-24   24
  3.001001e-01   3.078744e-23   3.147475e-04   1.702025e-24   360
  3.013820e-01   3.600858e-23   3.134082e-04   3.356439e-24   120
  3.022763e-01   4.168133e-23   0.000000e+00   4.788313e-24   144
  3.029133e-01   4.267164e-23   0.000000e+00   3.822497e-24   96
