# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
     50   5.265781e-01   7.171187e-02   2.091112e+00   0.000000e+00   6.908697e-310
     51   5.377785e-01   7.460899e-02   2.050053e+00   0.000000e+00   6.908697e-310
     52   5.492032e-01   7.762316e-02   2.009819e+00   0.000000e+00   6.908697e-310
     53   5.608567e-01   8.075912e-02   1.970394e+00   0.000000e+00   6.908697e-310
     54   5.727433e-01   8.402179e-02   1.931764e+00   0.000000e+00   6.908697e-310
     55   5.848676e-01   8.741629e-02   1.893913e+00   0.000000e+00   6.908697e-310
     56   5.972342e-01   9.094795e-02   1.856829e+00   0.000000e+00   6.908697e-310
     57   6.098478e-01   9.462232e-02   1.820495e+00   0.000000e+00   6.908697e-310
     58   6.227131e-01   9.844517e-02   1.784901e+00   0.000000e+00   6.908697e-310
     59   6.358350e-01   1.024225e-01   1.750031e+00   0.000000e+00   6.908697e-310
     60   6.492183e-01   1.065606e-01   1.715875e+00   0.000000e+00   6.908697e-310
     61   6.628681e-01   1.108658e-01   1.682421e+00   0.000000e+00   6.908697e-310
     62   6.767893e-01   1.153451e-01   1.649657e+00   0.000000e+00   6.908697e-310
     63   6.909870e-01   1.200054e-01   1.617571e+00   0.000000e+00   6.908697e-310
     64   7.054662e-01   1.248541e-01   1.586155e+00   0.000000e+00   6.908697e-310
     65   7.202323e-01   1.298988e-01   1.555398e+00   0.000000e+00   6.908697e-310
     66   7.352904e-01   1.351474e-01   1.525292e+00   0.000000e+00   6.908697e-310
     67   7.506457e-01   1.406081e-01   1.495826e+00   0.000000e+00   6.908697e-310
     68   7.663034e-01   1.462897e-01   1.466995e+00   0.000000e+00   6.908697e-310
     69   7.822689e-01   1.522009e-01   1.438790e+00   0.000000e+00   6.908697e-310
     70   7.985474e-01   1.583512e-01   1.411205e+00   0.000000e+00   6.908697e-310
     71   8.151440e-01   1.647502e-01   1.384234e+00   0.000000e+00   6.908697e-310
     72   8.320641e-01   1.714080e-01   1.357872e+00   0.000000e+00   6.908697e-310
     73   8.493126e-01   1.783352e-01   1.332116e+00   0.000000e+00   6.908697e-310
     74   8.668946e-01   1.855426e-01   1.306961e+00   0.000000e+00   6.908697e-310
     75   8.848150e-01   1.930416e-01   1.282405e+00   0.000000e+00   6.908697e-310
     76   9.030786e-01   2.008442e-01   1.258448e+00   0.000000e+00   6.908697e-310
     77   9.216898e-01   2.089627e-01   1.235089e+00   0.000000e+00   6.908697e-310
     78   9.406531e-01   2.174098e-01   1.212329e+00   0.000000e+00   6.908697e-310
     79   9.599723e-01   2.261992e-01   1.190171e+00   0.000000e+00   6.908697e-310
     80   9.796512e-01   2.353446e-01   1.168617e+00   0.000000e+00   6.908697e-310
     81   9.996931e-01   2.448607e-01   1.147673e+00   0.000000e+00   6.908697e-310
     82   1.020101e+00   2.547627e-01   1.127345e+00   0.000000e+00   6.908697e-310
     83   1.040876e+00   2.650663e-01   1.107642e+00   0.000000e+00   6.908697e-310
     84   1.062022e+00   2.757881e-01   1.088574e+00   0.000000e+00   6.908697e-310
     85   1.083537e+00   2.869453e-01   1.070152e+00   0.000000e+00   6.908697e-310
     86   1.105423e+00   2.985557e-01   1.052391e+00   0.000000e+00   6.908697e-310
     87   1.127678e+00   3.106382e-01   1.035306e+00   0.000000e+00   6.908697e-310
     88   1.150301e+00   3.232122e-01   1.018915e+00   0.000000e+00   6.908697e-310
     89   1.173287e+00   3.362981e-01   1.003240e+00   0.000000e+00   6.908697e-310
     90   1.196633e+00   3.499174e-01   9.883030e-01   0.000000e+00   6.908697e-310
     91   1.220332e+00   3.640921e-01   9.741300e-01   0.000000e+00   6.908697e-310
     92   1.244375e+00   3.788456e-01   9.607495e-01   0.000000e+00   6.908697e-310
     93   1.268753e+00   3.942022e-01   9.481927e-01   0.000000e+00   6.908697e-310
     94   1.293454e+00   4.101872e-01   9.364939e-01   0.000000e+00   6.908697e-310
     95   1.318463e+00   4.268271e-01   9.256900e-01   0.000000e+00   6.908697e-310
     96   1.343765e+00   4.441499e-01   9.158209e-01   0.000000e+00   6.908697e-310
     97   1.369339e+00   4.621844e-01   9.069296e-01   0.000000e+00   6.908697e-310
     98   1.395164e+00   4.809610e-01   8.990617e-01   0.000000e+00   6.908697e-310
     99   1.421215e+00   5.005116e-01   8.922655e-01   0.000000e+00   6.908697e-310
    100   1.447464e+00   5.208693e-01   8.865920e-01   0.000000e+00   6.908697e-310
    101   1.473881e+00   5.420689e-01   8.820942e-01   0.000000e+00   6.908697e-310
    102   1.500433e+00   5.641467e-01   8.788273e-01   0.000000e+00   6.908697e-310
    103   1.527084e+00   5.871405e-01   8.768483e-01   0.000000e+00   6.908697e-310
    104   1.553794e+00   6.110902e-01   8.762152e-01   0.000000e+00   6.908697e-310
    105   1.580524e+00   6.360370e-01   8.769871e-01   0.000000e+00   6.908697e-310
    106   1.607231e+00   6.620241e-01   8.792236e-01   0.000000e+00   6.908697e-310
    107   1.633870e+00   6.890967e-01   8.829841e-01   0.000000e+00   6.908697e-310
    108   1.660395e+00   7.173016e-01   8.883276e-01   0.000000e+00   6.908697e-310
    109   1.686760e+00   7.466879e-01   8.953123e-01   0.000000e+00   6.908697e-310
    110   1.712920e+00   7.773063e-01   9.039950e-01   0.000000e+00   6.908697e-310
    111   1.738829e+00   8.092100e-01   9.144313e-01   0.000000e+00   6.908697e-310
    112   1.764442e+00   8.424539e-01   9.266747e-01   0.000000e+00   6.908697e-310
    113   1.789716e+00   8.770954e-01   9.407769e-01   0.000000e+00   6.908697e-310
    114   1.814612e+00   9.131941e-01   9.567877e-01   0.000000e+00   6.908697e-310
    115   1.839091e+00   9.508117e-01   9.747551e-01   0.000000e+00   6.908697e-310
    116   1.863119e+00   9.900124e-01   9.947253e-01   0.000000e+00   6.908697e-310
    117   1.886664e+00   1.030863e+00   1.016743e+00   0.000000e+00   6.908697e-310
